@RELATION gradientboostingx0.5x0.5x0.05x0.1
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Wood_Thrush_clean,Sparrow_clean,American_Goldfinch_clean,Scarlet_Tanager_clean,Robin_clean}

@DATA
0.182553,0.004148,2.293563,0.208123,0.106534,0.921420,0.003396,0.226115,-35.294523,-2.603994,1.747117,-0.934449,0.228759,0.025982,-0.191921,0.081448,0.016408,-0.102726,0.112960,-0.096467,0.015196,0.002128,0.001659,0.001537,0.001485,0.001903,0.001211,0.001107,0.001072,0.001722,0.002271,0.001600,0.001894,0.002363,0.028819,0.003691,0.497948,0.030037,0.025584,0.279366,0.002765,0.043654,2.901253,1.267262,0.737334,0.470126,0.371635,0.381885,0.343785,0.251800,0.205120,0.187604,0.165501,0.143681,0.134763,0.002140,0.001900,0.001749,0.001639,0.001963,0.001289,0.001203,0.001254,0.001989,0.002510,0.001792,0.002287,0.001844,Wood_Thrush_clean
0.071535,0.012778,2.917767,0.128572,0.152239,0.271683,0.008111,0.085619,-28.930408,1.069992,0.899296,0.284662,0.332742,0.192787,0.127792,0.076867,0.148547,0.141214,0.116503,0.104458,-0.023237,0.037432,0.002198,0.062602,0.048752,0.031926,0.011098,0.037010,0.001574,0.004257,0.012342,0.025741,0.002705,0.033724,0.023618,0.009262,0.273360,0.029903,0.023393,0.205824,0.004895,0.038369,1.717549,0.572930,0.366271,0.318235,0.325690,0.270742,0.238913,0.225818,0.195285,0.193222,0.172087,0.153708,0.145208,0.025885,0.002848,0.034962,0.027486,0.023707,0.010816,0.024012,0.002286,0.003728,0.008891,0.017332,0.002551,0.010276,Wood_Thrush_clean
0.135075,0.029461,2.883790,0.173709,0.124733,0.549612,0.009186,0.160363,-30.352261,-2.140262,1.191611,-0.288525,-0.164442,0.340570,-0.296828,0.204757,-0.105007,0.082365,-0.069523,0.091466,-0.094299,0.002781,0.001772,0.013350,0.005592,0.002463,0.004776,0.009164,0.000678,0.003446,0.001020,0.003234,0.005458,0.009441,0.035970,0.024400,0.375137,0.040440,0.026727,0.350331,0.005826,0.057901,2.590418,0.944392,0.506309,0.438383,0.412662,0.346367,0.319692,0.338836,0.310984,0.263070,0.213574,0.181590,0.159459,0.003261,0.002420,0.008680,0.006320,0.003255,0.005807,0.006622,0.000903,0.004295,0.001332,0.003844,0.008775,0.006439,Wood_Thrush_clean
0.174238,0.016941,2.787159,0.210108,0.115984,0.551833,0.008391,0.209684,-32.141726,-1.783726,1.059010,-0.581615,0.250560,-0.095510,0.016297,-0.020808,0.011126,-0.022459,0.047578,-0.049254,0.041570,0.005607,0.001959,0.003530,0.002331,0.001259,0.000500,0.002637,0.000393,0.002543,0.002758,0.004432,0.000969,0.004943,0.043742,0.012996,0.406564,0.044401,0.026783,0.399416,0.005933,0.066255,2.345677,0.916199,0.469335,0.391765,0.375337,0.340001,0.288416,0.231053,0.213661,0.188624,0.161361,0.149822,0.155677,0.006390,0.002137,0.002352,0.001262,0.001460,0.000643,0.003852,0.000475,0.003047,0.003282,0.002789,0.001131,0.003642,Wood_Thrush_clean
0.080932,0.007203,2.793846,0.123681,0.140489,0.339098,0.009738,0.089859,-29.922510,2.388297,0.996424,0.201267,0.019955,0.150888,-0.217314,-0.026425,-0.127633,-0.023833,-0.067515,0.051991,0.025769,0.049817,0.019641,0.044356,0.024946,0.015784,0.011868,0.010233,0.004491,0.003902,0.011622,0.029604,0.024460,0.033249,0.042546,0.005381,0.450047,0.046916,0.034704,0.287318,0.005962,0.060335,2.469705,0.947001,0.751647,0.442319,0.478455,0.409033,0.286874,0.285209,0.264251,0.243427,0.232068,0.212498,0.186149,0.041043,0.021787,0.037646,0.028013,0.015519,0.011967,0.010487,0.005525,0.004381,0.011789,0.024950,0.027995,0.014529,Wood_Thrush_clean
0.168990,0.038523,2.746563,0.200255,0.119102,0.530817,0.007792,0.192454,-31.357400,-2.409491,1.260261,-0.576405,0.082030,0.124248,-0.187306,0.138839,-0.096521,0.056716,-0.054398,0.033956,-0.019964,0.000887,0.001081,0.002738,0.000738,0.002008,0.000886,0.000424,0.001725,0.003014,0.000468,0.001120,0.001757,0.003155,0.040988,0.029999,0.569080,0.033418,0.026737,0.332350,0.006022,0.052328,2.811948,0.906816,0.545734,0.553939,0.538301,0.440520,0.359574,0.354500,0.329783,0.251566,0.180259,0.180196,0.189689,0.001226,0.001440,0.004514,0.001187,0.002984,0.001275,0.000537,0.002504,0.004560,0.000580,0.001331,0.002816,0.002989,Wood_Thrush_clean
0.171683,0.037305,2.758609,0.204044,0.122458,0.559741,0.007665,0.196142,-31.886283,-2.386911,1.210869,-0.505139,0.016840,0.160000,-0.196593,0.125893,-0.074758,0.035701,-0.028511,0.018988,-0.004035,0.001478,0.001105,0.002439,0.001083,0.002414,0.000763,0.000388,0.001466,0.002035,0.000781,0.001159,0.001513,0.003070,0.041489,0.033631,0.571160,0.035848,0.024293,0.332823,0.005686,0.055309,3.003140,0.911441,0.514778,0.560840,0.563591,0.449524,0.339986,0.340162,0.330905,0.254889,0.185237,0.186085,0.194026,0.002262,0.001621,0.004253,0.001598,0.004021,0.001085,0.000488,0.002191,0.002852,0.001003,0.001792,0.002268,0.002980,Wood_Thrush_clean
0.177753,0.031714,2.652486,0.211404,0.124669,0.686233,0.007918,0.207401,-32.142948,-2.227241,1.248099,-0.614214,0.059999,0.000802,-0.220268,0.067841,-0.106492,0.051206,-0.023834,0.075606,-0.012928,0.000912,0.001228,0.001384,0.000697,0.001506,0.000714,0.001642,0.001308,0.001465,0.001082,0.000776,0.002325,0.002705,0.047214,0.026948,0.524467,0.048004,0.028120,0.370960,0.005774,0.060309,2.782009,0.984947,0.572810,0.524180,0.479314,0.417646,0.304791,0.279080,0.231998,0.202603,0.185658,0.178461,0.161959,0.001283,0.001934,0.002128,0.001002,0.002486,0.001204,0.002358,0.001532,0.002534,0.001390,0.001140,0.004241,0.002469,Wood_Thrush_clean
0.035519,0.016554,2.922325,0.083707,0.139817,0.120134,0.014464,0.043641,-28.860199,3.201233,1.208154,0.506250,0.135973,0.057475,-0.311471,-0.205585,-0.264094,-0.199352,-0.210971,-0.154255,-0.140126,0.025587,0.019375,0.017379,0.015673,0.022105,0.026550,0.025937,0.003591,0.022710,0.024751,0.027394,0.032035,0.029444,0.010794,0.009116,0.245734,0.030356,0.041452,0.089167,0.007590,0.014339,1.776315,0.859878,0.437066,0.310302,0.289605,0.262051,0.239122,0.218846,0.201456,0.185204,0.166729,0.159852,0.150041,0.022653,0.017936,0.013627,0.013804,0.018279,0.019858,0.020312,0.003897,0.018854,0.019423,0.021996,0.024760,0.010934,Wood_Thrush_clean
0.071416,0.013342,2.757269,0.113215,0.127459,0.289553,0.007824,0.091239,-29.147072,1.675514,0.515157,-0.349825,-0.258263,-0.097184,-0.263875,0.069645,-0.259230,-0.100008,-0.253129,0.057602,-0.002241,0.029775,0.048385,0.014243,0.008318,0.015874,0.008121,0.005086,0.004740,0.005980,0.005382,0.005516,0.015874,0.023480,0.023567,0.011359,0.463343,0.032587,0.039568,0.202344,0.005171,0.038974,2.770893,0.975666,0.678193,0.418956,0.531835,0.450591,0.337159,0.271229,0.242830,0.202652,0.216967,0.210059,0.150525,0.030629,0.035758,0.011850,0.010288,0.016987,0.009430,0.005730,0.005935,0.005808,0.005887,0.006087,0.020617,0.008615,Wood_Thrush_clean
