@RELATION gradientboostingx0.1x1.0x0.01x0.1
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Goldfinch_clean,Thrush_clean}

@DATA
0.140651,0.019692,2.048741,0.183899,0.102313,0.561258,0.001555,0.169223,-35.371276,0.572171,0.607162,-0.036065,0.237927,-0.142991,0.057898,-0.171774,0.046245,-0.123808,0.082556,-0.076346,0.107172,0.026060,0.011885,0.026132,0.018868,0.005206,0.001580,0.004943,0.004880,0.000468,0.002608,0.002790,0.003915,0.019893,0.040624,0.013071,0.498384,0.050655,0.044714,0.353397,0.002587,0.058693,4.386032,0.856725,0.369292,0.288950,0.249353,0.245529,0.217743,0.195961,0.170650,0.159770,0.140725,0.134866,0.126249,0.016307,0.009986,0.020794,0.018901,0.006954,0.002055,0.006732,0.006299,0.000913,0.003863,0.003030,0.005807,0.010619,Goldfinch_clean
0.089898,0.007754,2.926540,0.215970,0.221538,0.811877,0.000758,0.138471,-28.891602,1.408030,2.204258,0.181943,0.960174,0.312053,0.309601,0.384184,-0.040721,0.243850,0.017344,0.184289,0.084882,0.036694,0.000972,0.048294,0.016723,0.088183,0.004904,0.066522,0.000469,0.002229,0.042816,0.041723,0.001827,0.041268,0.036416,0.004580,0.221011,0.024331,0.031400,0.334156,0.000604,0.076675,1.338828,0.451481,0.643135,0.310727,0.241620,0.220667,0.177916,0.175941,0.175968,0.159968,0.147782,0.139801,0.131058,0.032568,0.000964,0.032683,0.014695,0.073145,0.004798,0.048567,0.000615,0.002398,0.034983,0.028829,0.001973,0.016909,Goldfinch_clean
0.168246,0.006534,2.058336,0.228015,0.142554,0.319713,0.006487,0.196377,-35.562029,-0.677864,0.407503,-0.258194,0.329703,-0.250931,0.180981,-0.121376,0.157106,-0.128077,0.083209,-0.051619,0.077968,0.002315,0.001036,0.003450,0.005251,0.000393,0.000881,0.000241,0.000025,0.000101,0.001030,0.000392,0.000817,0.003686,0.040304,0.008552,0.704455,0.055842,0.055107,0.408068,0.028559,0.042680,3.584809,0.713165,0.468603,0.326106,0.253014,0.224889,0.225465,0.173844,0.164996,0.141741,0.148542,0.136115,0.127316,0.004420,0.002771,0.007214,0.016524,0.000968,0.002152,0.000946,0.000045,0.000212,0.003248,0.001122,0.001940,0.006086,Goldfinch_clean
0.117642,0.002329,2.618828,0.202743,0.188116,0.836348,0.000443,0.157614,-31.263794,0.660735,1.043150,-0.280771,-0.268338,-0.343431,-0.307500,-0.118423,-0.125665,-0.093823,0.007418,-0.079433,0.025906,0.013508,0.005593,0.006511,0.018418,0.019357,0.017071,0.012779,0.005582,0.006917,0.005647,0.004946,0.011749,0.018683,0.043999,0.003031,0.574853,0.026727,0.053091,0.376981,0.000466,0.072007,1.302184,1.125305,0.768289,0.446731,0.312364,0.263816,0.200111,0.162899,0.147196,0.137383,0.131471,0.119638,0.115863,0.013905,0.006520,0.006940,0.016789,0.014377,0.013359,0.011953,0.006382,0.006893,0.005513,0.004755,0.012696,0.014293,Thrush_clean
0.108756,0.001876,2.805780,0.189718,0.196442,0.715174,0.000518,0.132494,-30.782940,1.049396,0.588515,-0.246976,-0.482198,-0.393768,-0.495392,-0.198779,-0.222447,-0.139730,-0.074106,-0.163756,-0.058156,0.015115,0.009180,0.011225,0.013896,0.013795,0.011541,0.009334,0.007388,0.009036,0.007462,0.006971,0.008802,0.012578,0.034343,0.002455,0.459828,0.031741,0.041543,0.345374,0.000453,0.058679,1.190900,0.916962,0.599811,0.351856,0.303658,0.256571,0.219259,0.170928,0.163532,0.144586,0.133882,0.131014,0.126002,0.012132,0.009286,0.011202,0.013291,0.009951,0.010193,0.009403,0.008040,0.008746,0.007496,0.006541,0.008456,0.007295,Thrush_clean
0.048074,0.005771,2.969154,0.125212,0.176467,0.275263,0.001438,0.058425,-31.203908,1.427253,0.695965,0.706845,0.396011,0.212895,0.113012,0.159439,0.172273,0.125498,0.203278,0.106303,0.064491,0.029179,0.001595,0.092474,0.057775,0.055868,0.006969,0.064153,0.000810,0.002967,0.016281,0.032458,0.001729,0.044062,0.025518,0.005760,0.219792,0.026248,0.021467,0.219192,0.001336,0.043878,1.004488,0.500489,0.281173,0.288501,0.274279,0.218626,0.176082,0.164306,0.161632,0.155323,0.142115,0.121906,0.119825,0.023472,0.002242,0.066745,0.031742,0.047047,0.007992,0.049827,0.001334,0.003093,0.013752,0.024302,0.001932,0.016907,Thrush_clean
0.197143,0.014783,2.928717,0.226916,0.117691,0.710812,0.001121,0.231471,-33.593763,-2.297047,1.139629,-0.433393,-0.039914,0.152446,-0.156261,0.064022,-0.012635,0.019899,-0.050911,0.082880,-0.109357,0.001098,0.002170,0.001222,0.000552,0.001383,0.000278,0.000700,0.001368,0.001396,0.001198,0.001180,0.001564,0.002682,0.069666,0.019078,0.358356,0.064161,0.026594,0.399808,0.001059,0.088952,3.287235,1.125204,0.623109,0.625240,0.662314,0.548943,0.421618,0.317683,0.291040,0.270897,0.262605,0.265440,0.252035,0.002200,0.004557,0.002292,0.001056,0.003049,0.000484,0.001410,0.002489,0.002589,0.002393,0.002401,0.002870,0.003281,Thrush_clean
0.186724,0.003612,3.100011,0.291960,0.245870,1.177129,0.000438,0.212920,-33.293386,0.629570,1.324267,0.068132,0.151663,0.002063,-0.002612,-0.009712,-0.194117,-0.024450,-0.095700,-0.082563,0.054297,0.010626,0.005212,0.010213,0.005814,0.005773,0.003984,0.005643,0.001034,0.002601,0.003287,0.005421,0.005546,0.006439,0.028790,0.004961,0.223778,0.030670,0.023023,0.275316,0.000388,0.048808,0.992480,0.568329,0.334837,0.286826,0.279356,0.248078,0.219810,0.202892,0.186123,0.172019,0.151132,0.140359,0.131013,0.009206,0.005369,0.008571,0.005540,0.005105,0.003729,0.004739,0.001217,0.002651,0.003272,0.004955,0.005009,0.003825,Thrush_clean
0.184605,0.004614,3.105726,0.260591,0.219432,1.231718,0.000464,0.206445,-31.107210,0.926905,1.250500,0.199413,0.174962,-0.021987,-0.157107,0.023738,-0.088909,0.052983,-0.001389,0.110780,0.034799,0.013414,0.004480,0.014291,0.009681,0.013764,0.004759,0.012681,0.001625,0.002220,0.003302,0.006797,0.004991,0.010408,0.028133,0.005881,0.199601,0.030919,0.019432,0.295804,0.000377,0.045289,0.991621,0.552540,0.370418,0.300729,0.292267,0.236323,0.203840,0.176990,0.174116,0.166179,0.142544,0.133359,0.129091,0.013293,0.005840,0.011778,0.010336,0.009835,0.004731,0.009112,0.001982,0.002691,0.003164,0.006458,0.006149,0.005737,Thrush_clean
0.164529,0.002907,3.009146,0.243951,0.212699,1.144318,0.000498,0.219239,-32.481163,0.668852,0.851473,-0.078304,0.256354,0.040780,0.045329,0.142058,0.167219,-0.024891,0.139729,0.087005,0.008430,0.012197,0.002770,0.031783,0.008652,0.029569,0.004283,0.030096,0.001416,0.003491,0.009076,0.017682,0.003363,0.017551,0.039724,0.003654,0.343028,0.028838,0.036933,0.378096,0.000532,0.062054,0.818974,0.589502,0.370290,0.285619,0.284032,0.259982,0.213798,0.171786,0.185026,0.172238,0.152719,0.148613,0.139822,0.012152,0.003198,0.028130,0.009284,0.029190,0.004298,0.027822,0.001333,0.003840,0.008563,0.015644,0.003298,0.011288,Thrush_clean
