@RELATION gradientboostingx0.1x1.0x0.05x0.05
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Common_Loon_clean,Wood_Thrush_clean,Blue_Jay_clean,Carolina_Wren_clean,Sparrow_clean,American_Goldfinch_clean,Black_Capped_Chickadee_clean,Robin_clean}

@DATA
0.044723,0.014884,3.145554,0.098253,0.149913,0.025801,0.026636,0.048953,-28.488020,0.455938,-2.616573,0.892390,0.492111,-0.412614,-0.196310,0.201669,-0.054592,-0.009967,-0.016409,-0.002867,0.031372,0.021106,0.017071,0.006906,0.006849,0.007054,0.009590,0.007961,0.006899,0.002958,0.004171,0.005047,0.030273,0.024765,0.007833,0.010423,0.138006,0.030214,0.043461,0.035689,0.023723,0.008603,1.733567,0.856014,0.521321,0.463090,0.346273,0.394152,0.315470,0.358062,0.267816,0.297218,0.209972,0.220465,0.184804,0.022066,0.019881,0.009054,0.007505,0.008358,0.015874,0.013425,0.011581,0.006410,0.011369,0.008575,0.027665,0.015112,Common_Loon_clean
0.018672,0.000837,2.674917,0.102374,0.185512,0.078976,0.045021,0.024492,-35.398193,1.920081,-0.505065,0.607269,0.499099,0.198349,-0.193299,0.223259,0.201427,0.012322,-0.096984,0.098620,0.144274,0.039440,0.001823,0.072516,0.002087,0.027692,0.001206,0.136598,0.000924,0.001138,0.002768,0.015045,0.002845,0.057779,0.012236,0.000971,0.420427,0.038056,0.041554,0.127872,0.046343,0.021965,3.242211,0.852227,0.676732,0.465793,0.370108,0.291336,0.311759,0.238874,0.242982,0.191907,0.192052,0.169970,0.165732,0.030865,0.002586,0.066615,0.004122,0.027776,0.002296,0.092901,0.002579,0.002511,0.004497,0.019893,0.004494,0.025209,Common_Loon_clean
0.050027,0.022493,3.060665,0.099356,0.146264,0.016478,0.021075,0.053869,-28.031775,-0.200583,-2.584108,1.400290,0.234178,-0.722232,0.215857,0.205440,-0.333520,0.128424,0.136830,-0.121458,-0.062555,0.022638,0.004957,0.003514,0.005887,0.009930,0.016056,0.004804,0.009948,0.002928,0.003696,0.001457,0.001829,0.015918,0.002259,0.011684,0.143741,0.026273,0.042741,0.016172,0.013533,0.002238,1.488223,0.776503,0.455667,0.365644,0.251060,0.299340,0.207276,0.265303,0.187867,0.197976,0.146510,0.154127,0.135985,0.017706,0.005418,0.004457,0.006612,0.009712,0.014720,0.005178,0.009378,0.005678,0.008131,0.002805,0.002485,0.009331,Common_Loon_clean
0.036689,0.026925,3.079340,0.098967,0.164068,0.013970,0.030126,0.037735,-28.136480,1.242279,-2.610274,-0.159628,0.922238,0.269594,-0.633596,-0.143293,0.314217,0.091902,-0.209169,0.043475,0.127076,0.068134,0.002661,0.005133,0.000303,0.000518,0.000611,0.008392,0.015744,0.011737,0.002952,0.013729,0.011212,0.031523,0.002279,0.016029,0.188334,0.030525,0.043557,0.014003,0.031613,0.001935,1.774067,0.808870,0.349194,0.316918,0.234192,0.230076,0.207122,0.199969,0.186537,0.155709,0.168866,0.125406,0.151284,0.047704,0.002384,0.008689,0.000236,0.000739,0.000959,0.012061,0.016312,0.022555,0.005431,0.010853,0.012181,0.018827,Common_Loon_clean
0.038252,0.039697,3.194325,0.102391,0.165716,0.021712,0.031294,0.040232,-27.112606,1.061234,-2.580491,-0.001787,0.897905,0.162652,-0.695638,-0.088804,0.422276,0.011610,-0.313817,0.061002,0.172971,0.058245,0.007042,0.001010,0.000464,0.000505,0.001384,0.001832,0.003253,0.003495,0.007366,0.015347,0.060349,0.037477,0.004058,0.017515,0.113466,0.031556,0.042414,0.028138,0.035701,0.005938,1.646699,0.762081,0.317684,0.291630,0.191020,0.247937,0.195532,0.234556,0.180415,0.196088,0.139705,0.155744,0.120377,0.054371,0.008558,0.001010,0.000513,0.000517,0.002151,0.003279,0.008191,0.008902,0.015645,0.023923,0.041719,0.023187,Common_Loon_clean
0.063169,0.035560,3.162589,0.122046,0.155387,0.247097,0.038350,0.074432,-28.080540,-0.786544,-1.288719,0.172508,0.404184,-0.212926,0.045622,-0.186825,0.202832,-0.021215,-0.266483,0.334436,-0.107501,0.056212,0.002432,0.002104,0.001475,0.001844,0.001483,0.008873,0.006975,0.009768,0.004008,0.006446,0.007423,0.026249,0.018574,0.020061,0.211371,0.027025,0.037255,0.227824,0.029502,0.031272,2.044301,1.009116,0.757931,0.639109,0.609673,0.449863,0.392884,0.445649,0.423532,0.353817,0.331244,0.268374,0.295457,0.048247,0.005104,0.005184,0.003628,0.005081,0.003247,0.021865,0.018037,0.025492,0.009761,0.013372,0.017919,0.019918,Common_Loon_clean
0.122068,0.020772,2.976075,0.176722,0.132825,0.548371,0.014112,0.162372,-30.180377,-0.034635,-1.749208,0.718946,0.538854,-0.612758,-0.177861,0.379103,-0.067238,-0.268234,0.161853,0.061088,-0.164748,0.001051,0.000760,0.005328,0.036323,0.005177,0.001308,0.001451,0.001297,0.001465,0.000885,0.002729,0.004002,0.013274,0.037496,0.013842,0.208907,0.035584,0.034045,0.285818,0.013542,0.059386,2.202580,0.804865,0.542486,0.366593,0.268894,0.291138,0.250720,0.243860,0.221459,0.178587,0.171793,0.145682,0.169921,0.001802,0.000949,0.006412,0.037001,0.007874,0.002082,0.002090,0.001582,0.001340,0.000984,0.005644,0.009166,0.011859,Common_Loon_clean
0.033764,0.035175,3.031149,0.110294,0.182902,0.105868,0.024447,0.040403,-29.021448,2.192281,-1.104818,0.337048,0.549975,0.308244,-0.266275,0.021356,0.043528,0.139305,0.043064,0.025497,-0.104972,0.015351,0.050538,0.016200,0.004139,0.030565,0.006151,0.045406,0.004624,0.020668,0.011999,0.010841,0.002781,0.038703,0.022963,0.022921,0.342182,0.038300,0.041988,0.174954,0.022253,0.030972,2.557451,1.025739,0.758820,0.491834,0.398059,0.316810,0.317368,0.288788,0.285484,0.272350,0.217776,0.202338,0.163488,0.022450,0.043344,0.025704,0.004425,0.028661,0.011105,0.034312,0.009513,0.027383,0.016794,0.014906,0.006327,0.018899,Common_Loon_clean
0.017840,0.004379,2.788175,0.108692,0.204385,0.088165,0.036636,0.016372,-31.782111,2.653344,0.496411,0.619954,0.132489,0.200127,0.136019,0.109347,0.108310,0.132089,0.091545,0.160128,0.061471,0.003826,0.000731,0.060698,0.006801,0.050163,0.004955,0.155680,0.000353,0.003992,0.004463,0.032056,0.001066,0.058351,0.021194,0.004520,0.376615,0.039769,0.038577,0.128710,0.041330,0.023063,3.330672,0.828719,0.478817,0.359196,0.307656,0.271072,0.236066,0.216577,0.197599,0.173934,0.154384,0.158292,0.133519,0.005022,0.001407,0.048945,0.009398,0.037645,0.007517,0.089629,0.000722,0.005974,0.005728,0.026720,0.001885,0.020763,Common_Loon_clean
0.024489,0.032907,2.829398,0.161379,0.260330,0.039552,0.026351,0.017034,-27.482010,1.745844,-0.117822,1.114055,-0.059773,-0.050517,0.623382,0.020958,-0.144295,0.323432,-0.024324,-0.071566,0.233154,0.000552,0.000112,0.037185,0.000426,0.048528,0.001181,0.240241,0.003135,0.001181,0.000767,0.004650,0.000225,0.071875,0.016832,0.024364,0.245210,0.031996,0.026657,0.033720,0.021696,0.014271,1.565584,0.587775,0.368898,0.368815,0.228745,0.257811,0.310983,0.209366,0.229494,0.198165,0.172339,0.173558,0.167236,0.000681,0.000136,0.040508,0.000461,0.040566,0.002075,0.122810,0.004875,0.001849,0.000864,0.005111,0.000419,0.028034,Common_Loon_clean
